time,latitude,longitude,altitude
0.0,55.76149813333333,12.600351126666666,31.342099999999995
0.9994032382965088,55.761497405,12.60036314,31.6774
2.0009772777557373,55.76149702,12.60037466,31.7644
2.9996871948242188,55.761495638333336,12.600385458333331,31.8163
3.9996392726898193,55.76149551833333,12.600396328333334,31.8301
4.999616622924805,55.76149683166667,12.600406703333332,31.6598
6.000313997268677,55.761499035,12.600417238333334,31.4407
7.000109910964966,55.76150169333334,12.600423178333331,31.151
8.000000715255737,55.76150330166666,12.600426646666667,30.9401
8.999558687210083,55.761505265,12.600428188333334,31.1873
9.999471664428711,55.761508665,12.600430508333334,32.250699999999995
10.999461650848389,55.76151292833333,12.600432541666668,32.4789
12.000382661819458,55.76151612333334,12.60043506,32.7641
13.001408576965332,55.76151960666667,12.600438305,33.0316
14.001081705093384,55.761521746666666,12.60044122,33.4173
14.999461889266968,55.76152204833333,12.600443605,33.887
15.999194145202637,55.76152352333333,12.600445061666669,34.1262
16.999765634536743,55.761526195,12.600445195,34.4009
17.999065399169922,55.76153059833333,12.600443465,34.4102
18.999841690063477,55.76153415833333,12.600441115,34.4498
19.999234676361084,55.76153802166667,12.600437845,34.4494
20.999916791915894,55.761542975,12.6004342,34.805699999999995
21.999510288238525,55.76154631666667,12.60042861,34.769099999999995
23.000077962875366,55.76155139666667,12.600424591666666,34.9406
23.999402046203613,55.761555385,12.600419913333331,35.008
24.999001264572144,55.761560388333336,12.600416051666668,35.0503
25.99927020072937,55.761566175,12.600412535,35.1789
27.000518798828125,55.76157246833333,12.600409203333331,35.6129
27.999903917312622,55.76157956,12.600404305,35.6894
29.00075340270996,55.76158529,12.600398568333333,35.4525
30.000643253326416,55.76158701166667,12.6003924,35.4387
31.00064468383789,55.76158832833333,12.600387163333334,35.16759999999999
31.999359130859375,55.761588865,12.600383635,35.2915
32.9990291595459,55.76158818166667,12.600378143333334,35.5111
34.0005784034729,55.76158814,12.600369263333333,35.5787
34.998939514160156,55.76158774666666,12.600358663333331,35.6256
36.0000364780426,55.76158778166667,12.600347708333333,35.6029
37.0011305809021,55.76158894833333,12.600336781666666,35.4578
37.999971866607666,55.76159226666667,12.600325923333331,35.062
39.00106072425842,55.761594941666665,12.600317176666668,34.9669
39.99987506866455,55.761597431666665,12.600308691666667,34.8294
40.99952673912048,55.761600805,12.600299951666669,34.63
42.00022792816162,55.76160432666666,12.60029213,34.5389
43.00035095214844,55.76160836166667,12.600284753333334,34.312
44.00013184547424,55.76161329833333,12.60027889,34.0666
45.00131559371948,55.761616815,12.600276706666667,34.0325
46.00077795982361,55.76161894333333,12.600272806666666,33.8493
46.999959230422974,55.76162051,12.600271836666666,34.0062
47.99943804740906,55.76162305666666,12.600268541666669,34.0208
48.99927067756653,55.76162703166667,12.600264473333333,34.0723
49.99947428703308,55.76163257166667,12.60026322,34.1388
51.00128769874573,55.761637111666666,12.6002642,34.3226
52.000725746154785,55.76164292,12.600267391666666,34.7473
52.99957776069641,55.76164855666666,12.600270768333331,35.3272
53.999239921569824,55.761653388333336,12.60027388,35.417
54.99932289123535,55.76165591,12.600279601666667,35.8455
56.00049924850464,55.76165635,12.600284505,36.1009
57.0004997253418,55.76165780833333,12.600286058333332,36.4756
58.00147318840027,55.76166079333333,12.600289613333333,36.715
59.00144577026367,55.76166428333333,12.600296911666666,36.867
60.000556230545044,55.76166893833334,12.600304891666667,36.8104
61.00040125846863,55.76167426666667,12.600314526666669,36.91759999999999
61.999600887298584,55.76167728333333,12.600322568333333,36.868
63.000572681427,55.761678763333336,12.600330836666666,36.8463
63.9995334148407,55.76168152666666,12.600339921666666,36.9587
64.99951934814453,55.761684628333335,12.600350948333332,37.0727
66.0004472732544,55.76168639666667,12.600362203333331,37.3083
66.99946689605713,55.76168665,12.600372831666666,37.4617
67.99986481666565,55.761688461666665,12.600382088333332,37.3867
69.00047469139099,55.76169127333333,12.600390661666667,37.1635
69.9998209476471,55.76169452833334,12.600398488333331,36.7825
71.00033807754517,55.76169590333333,12.600405245,36.8074
72.00008416175842,55.761696135,12.600408843333334,36.9522
73.00066018104553,55.76169857,12.600410723333331,37.0623
73.99985575675964,55.76170097333333,12.600413358333334,36.9108
75.0002772808075,55.761704245,12.600418566666669,37.1255
75.99986815452576,55.761710025,12.600424501666666,37.4226
77.00066041946411,55.76171386166666,12.600428413333333,37.768
77.99925351142883,55.76171432666666,12.60042938,38.0616
78.9994797706604,55.76171582833334,12.600429201666667,38.3797
80.00029158592224,55.761719326666665,12.600427508333333,38.6875
81.00021696090698,55.7617224,12.600423066666666,38.6805
81.99968981742859,55.76172526333333,12.600420356666667,38.6661
82.9995448589325,55.76172913333333,12.600419261666667,38.778
84.00092101097107,55.761732478333336,12.600419456666666,38.9472
84.99994993209839,55.76173683,12.600421056666669,39.2541
85.99958515167236,55.76174071,12.600421883333333,39.8862
86.99973249435425,55.76174417666667,12.600420343333331,40.1515
88.00068950653076,55.76174761,12.60041658,40.174
89.00072741508484,55.761751745,12.60041218,40.2653
89.99898409843445,55.761756915,12.60040859,40.1837
91.00081849098206,55.761761825,12.600404588333332,40.2488
91.99973249435425,55.76176713,12.600400448333334,40.3145
92.9995858669281,55.76177305833333,12.600398645,40.9135
93.99938488006592,55.76177794,12.600395525,41.303
94.99951720237732,55.761780605,12.600390081666667,41.4463
95.9998517036438,55.76178335666667,12.600383235,41.1771
97.00010228157043,55.76178602,12.600375393333334,40.8301
98.00182867050171,55.76178526166667,12.600367693333334,40.8856
99.00001788139343,55.76178248166666,12.600363548333334,41.727
