time,heading
1755619323.659195,166.5278883623614
1755619324.6587126,160.375147023669
1755619325.660134,203.46378036472572
1755619326.65878,177.58500970206
1755619327.658726,120.82502675901736
1755619328.6599977,150.7892511519703
1755619329.6603203,140.93945096151867
1755619330.6593523,139.53999775564387
1755619331.6597068,122.16702719581684
1755619332.6603165,129.0061849695124
1755619333.659752,128.8964282501454
1755619334.659197,128.35454839127408
1755619335.6610374,134.69004680892726
1755619336.6593952,135.46970642478124
1755619337.6596117,132.21489024910431
1755619338.6586442,128.6969044339661
1755619339.65872,118.67535128121045
1755619340.6592906,126.14997357356253
1755619341.6592164,113.04920697395505
1755619342.6588662,139.01842996461858
1755619343.6605864,169.197677387795
1755619344.6600137,184.7122132742337
1755619345.659905,181.19698340631948
1755619346.659925,156.76418568368035
1755619347.6604948,156.6562232645755
1755619348.6600428,140.04853185841318
1755619349.6605277,146.97601385382706
1755619350.660067,174.98109221010077
1755619351.660057,174.25472358609295
1755619352.660384,176.93033668477074
1755619353.659614,192.05456214146525
1755619354.6597936,204.5201413550964
1755619355.6594114,241.1612435534159
1755619356.6601045,261.3095614374867
1755619357.660037,267.2141875142311
1755619358.660636,247.42506393845719
1755619359.660735,233.7370377237525
1755619360.659057,224.06030419476892
1755619361.659258,220.27051770777973
1755619362.6589184,210.11099540679348
1755619363.6594872,212.3469664315366
1755619364.6597097,217.59112717189532
1755619365.6601813,215.2753625906545
1755619366.6600215,217.55120863584034
1755619367.6595974,225.13749871360895
1755619368.6601202,236.16711844981097
1755619369.6604066,242.7282208014879
1755619370.6596272,253.26140605653688
1755619371.6601515,268.10316497162063
1755619372.659722,264.1332667670049
1755619373.6598887,262.10582658133745
1755619374.6593523,252.3960866565961
1755619375.6609838,287.60852630144075
1755619376.66018,219.05272359011676
1755619377.6611102,231.1760424031936
1755619378.659499,260.6990576213529
1755619379.6605637,181.6910651997669
1755619380.6594913,178.80358593340486
1755619381.6602414,185.45580540638778
1755619382.661239,183.07573712017742
1755619383.660766,183.84024200409203
1755619384.659813,180.83513841694617
1755619385.659473,157.5086647117297
1755619386.6606789,149.07524747954244
1755619387.6608472,130.5117092043206
1755619388.6591868,97.11186291053878
1755619389.6604352,104.63689325943938
1755619390.6600292,140.52761885139273
1755619391.6600273,132.7602127799745
1755619392.6601565,127.64963272717483
1755619393.659932,115.40655454707684
1755619394.66099,137.41876410336056
1755619395.6610026,134.29504690065568
1755619396.6615243,131.6331408366966
1755619397.6606956,131.77242859814385
1755619398.6597226,126.70985986809507
1755619399.6598785,127.54998239739609
1755619400.661254,129.66087053140143
1755619401.6599307,131.34092235544597
1755619402.6606555,134.25347934830893
1755619403.661651,137.1672715180806
1755619404.6599686,132.55622109886065
1755619405.6595874,145.16278223275043
1755619406.6607416,157.06775658497588
1755619407.6596477,157.19632489882827
1755619408.660536,139.45815295873064
1755619409.6590369,146.90244573772634
1755619410.6603687,146.76893197680454
1755619411.6598923,161.90737398411147
1755619412.6608582,165.2176579999799
1755619413.6613224,169.12933097386485
1755619414.6597068,188.98723177905276
1755619415.6596398,192.21800145084907
1755619416.6599846,179.08533193581593
1755619417.6604855,177.27888262647707
1755619418.660516,182.13334275094243
1755619419.659953,190.02697288167863
1755619420.6603208,189.48893965212753
1755619421.6614325,190.1916830444083
1755619422.661312,174.33501465744882
1755619423.6611886,161.39998882145426
1755619424.6614568,150.70736831554723
1755619425.661173,140.8287563972928
1755619426.6605864,143.1037104913338
1755619427.660646,161.49870458496912
1755619428.6603165,158.99361900497354
1755619429.6594255,153.17024894057056
1755619430.6600156,129.4076855634923
1755619431.6603014,209.03959705898743
1755619432.661699,49.9728210038644
1755619433.6599498,47.949212986470855
1755619434.659663,245.19125234349758
1755619435.6606634,198.60460296209286
1755619436.6607976,207.35581986646258
1755619437.6594276,199.99701599667713
1755619438.6598434,196.83942942742652
1755619439.660076,196.5072496414062
1755619440.6601267,194.78581333109167
