time,heading
1755619209.6590452,96.15016252110945
1755619210.6584485,93.39930724755868
1755619211.6600225,102.81194313736444
1755619212.6587324,91.12405356412268
1755619213.6586845,77.32033369659189
1755619214.6586618,69.60889398033828
1755619215.6593592,51.50077144929179
1755619216.6591551,50.5051171894724
1755619217.659046,23.83586640652726
1755619218.658604,21.002709513004845
1755619219.658517,15.021007508110358
1755619220.6585069,23.916229379789115
1755619221.659428,27.66093872889951
1755619222.6604538,37.466484207454414
1755619223.660127,77.330154873472
1755619224.658507,29.058538558898874
1755619225.6582394,1.6084017553851595
1755619226.6588109,347.5351130571281
1755619227.6581106,339.6247699355077
1755619228.658887,334.53489953063655
1755619229.65828,337.50909318135757
1755619230.658962,316.73524848476427
1755619231.6585555,336.00841223785244
1755619232.6591232,326.576099129765
1755619233.6584473,336.5268784329943
1755619234.6580465,341.12311963421087
1755619235.6583154,343.41339558775866
1755619236.659564,338.7627078308805
1755619237.6589491,330.60777043103906
1755619238.6597986,296.3851261291869
1755619239.6596885,294.0789702150918
1755619240.65969,285.1275940882823
1755619241.6584044,257.5293990429102
1755619242.6580744,269.52218900248243
1755619243.6596236,266.2267144117115
1755619244.6579847,270.32535002855303
1755619245.6590817,280.7453170271426
1755619246.6601758,298.5090568654874
1755619247.659017,298.52701012991906
1755619248.660106,297.5455290024954
1755619249.6589203,304.44981678889627
1755619250.658572,308.6681944939292
1755619251.6592731,314.19236032390313
1755619252.6593962,326.247150250191
1755619253.659177,340.74491990785225
1755619254.6603608,314.12588160413327
1755619255.6598232,340.7938979224261
1755619256.6590044,323.946612263609
1755619257.6584833,330.0646001533403
1755619258.658316,352.7459818583644
1755619259.6585195,6.924674870523347
1755619260.660333,17.179924307671172
1755619261.659771,18.626376580863734
1755619262.658623,19.917813572955197
1755619263.6582851,51.92783055874628
1755619264.658368,80.93822088192456
1755619265.6595445,30.933771985838405
1755619266.659545,33.825044648469145
1755619267.6605184,49.63840445907334
1755619268.660491,43.96532181464204
1755619269.6596014,45.49392881876082
1755619270.6594465,56.30721132780519
1755619271.658646,72.35213929695487
1755619272.659618,61.6040938105067
1755619273.6585786,63.437420649327464
1755619274.6585646,74.39768374346295
1755619275.6594925,87.57415403467803
1755619276.658512,70.81960588619995
1755619277.65891,59.76252702998261
1755619278.65952,53.52916192721693
1755619279.6588662,70.11519184124353
1755619280.6593833,83.47211662070254
1755619281.6591294,23.479967013096484
1755619282.6597054,31.669223536475783
1755619283.658901,41.85045647270579
1755619284.6593225,30.01605530304505
1755619285.6589134,29.840067267441384
1755619286.6597056,49.470688265327
1755619287.6582987,356.17735476907313
1755619288.658525,344.765628812326
1755619289.6593368,320.88416845895523
1755619290.6592622,331.96441990836934
1755619291.658735,350.95467969901927
1755619292.65859,1.8785930137879063
1755619293.6599662,11.687754551726925
1755619294.6589952,6.835669920321209
1755619295.6586304,345.9669923955206
1755619296.6587777,328.3372850698614
1755619297.6597347,329.0913375742234
1755619298.6597726,338.65997292410907
1755619299.6580293,335.366195197961
1755619300.6598637,336.29477234088216
1755619301.6587777,350.2880746616591
1755619302.658631,340.2216869048457
1755619303.65843,311.0289093648686
1755619304.6585624,305.5388023038894
1755619305.658897,301.11759170928485
1755619306.6591475,260.07141155988813
1755619307.660874,219.99304349165237
1755619308.659063,279.1972731041658
1755619309.6590211,256.0417387238839
1755619310.6600797,221.7826100288711
1755619311.6592371,241.82584649836775
1755619312.6624882,253.82270061905592
1755619313.6602893,244.55381546757192
1755619314.6591475,236.88263473645475
1755619315.658869,240.61440646801515
1755619316.6596396,236.06309222485748
1755619317.66002,230.93614904519043
1755619318.6598692,210.60030386062738
1755619319.6588411,199.55389259614668
1755619320.6587782,186.4285993466679
1755619321.659053,167.54406623701107
1755619322.6595504,144.81230557708534
