time,heading
159.00107502937317,236.16711844981097
160.00136137008667,242.7282208014879
161.0005819797516,253.26140605653688
162.00110626220703,268.10316497162063
163.00067687034607,264.1332667670049
164.00084352493286,262.10582658133745
165.00030708312988,252.3960866565961
166.00193858146667,287.60852630144075
167.00113487243652,219.0527235901168
168.0020649433136,231.1760424031936
169.00045371055603,260.6990576213529
170.0015184879303,181.6910651997669
171.0004460811615,178.80358593340486
172.00119614601135,185.45580540638775
173.0021936893463,183.07573712017745
174.00172066688538,183.84024200409203
175.0007677078247,180.83513841694617
176.0004277229309,157.5086647117297
177.001633644104,149.07524747954244
178.00180196762085,130.5117092043206
179.000141620636,97.11186291053878
180.00138998031616,104.63689325943938
181.00098395347595,140.52761885139273
182.00098204612732,132.7602127799745
183.0011112689972,127.64963272717485
184.00088667869568,115.40655454707684
185.00194478034973,137.41876410336056
186.00195741653442,134.29504690065568
187.0024790763855,131.6331408366966
188.00165033340454,131.77242859814385
189.00067734718323,126.70985986809508
190.00083327293396,127.54998239739608
191.0022087097168,129.66087053140143
192.00088548660278,131.34092235544597
193.00161027908325,134.25347934830893
194.002605676651,137.1672715180806
195.00092339515686,132.55622109886065
196.00054216384888,145.16278223275043
197.0016963481903,157.06775658497588
198.0006024837494,157.1963248988283
199.00149083137512,139.45815295873064
199.99999165534973,146.90244573772634
201.0013234615326,146.76893197680454
202.00084710121155,161.90737398411147
203.0018129348755,165.2176579999799
204.002277135849,169.12933097386485
205.000661611557,188.9872317790528
206.00059461593628,192.21800145084907
207.00093936920166,179.08533193581593
208.00144028663635,177.27888262647707
209.00147080421448,182.13334275094243
210.00090789794922,190.02697288167863
211.0012755393982,189.48893965212756
212.00238728523254,190.1916830444083
213.0022668838501,174.33501465744882
214.00214338302612,161.39998882145426
215.0024116039276,150.70736831554723
216.00212788581848,140.8287563972928
217.0015411376953,143.1037104913338
218.0016007423401,161.49870458496912
219.00127124786377,158.99361900497354
220.00038027763367,153.17024894057056
221.00097036361694,129.4076855634923
222.0012562274933,209.03959705898745
223.00265383720398,49.9728210038644
224.0009045600891,47.949212986470855
225.00061774253845,245.1912523434976
226.00161814689636,198.60460296209288
227.0017523765564,207.35581986646255
228.00038242340088,199.99701599667716
229.00079822540283,196.83942942742647
230.00103068351746,196.5072496414062
231.0010814666748,194.78581333109167
