time,latitude,longitude,altitude
1755619305.658897,55.76178335666667,12.600383235,41.1771
1755619306.6591475,55.76178602,12.600375393333334,40.8301
1755619307.6608741,55.76178526166667,12.600367693333334,40.885600000000004
1755619308.659063,55.761782481666664,12.600363548333334,41.727000000000004
1755619309.6590211,55.76178277166667,12.600360365,41.5428
1755619310.6600797,55.761782108333335,12.600355621666667,41.0438
1755619311.6592371,55.76177932,12.600351193333333,40.382099999999994
1755619312.6624882,55.761776911666665,12.600343201666666,40.284299999999995
1755619313.6602893,55.761775715,12.60033587,39.980199999999996
1755619314.6591477,55.7617737,12.600328343333333,39.8108
1755619315.658869,55.76177041333333,12.600319388333334,39.777
1755619316.6596396,55.76176745666667,12.600310056666666,39.5312
1755619317.66002,55.76176371166667,12.600300165,39.3376
1755619318.6598692,55.76176003333333,12.60029211,39.5844
1755619319.6588411,55.761754525,12.60028632,39.841
1755619320.6587782,55.76174818333333,12.600282316666666,40.0873
1755619321.6590533,55.761741775,12.600281033333333,40.990700000000004
1755619322.6595504,55.761736553333336,12.600283083333334,41.417
1755619323.659195,55.7617324,12.600288288333333,42.6224
1755619324.6587126,55.761728121666664,12.60029011,44.437999999999995
1755619325.660134,55.76172667,12.60029103,46.0063
1755619326.6587799,55.7617257,12.600290281666666,46.61709999999999
1755619327.658726,55.76172367666667,12.600290433333333,46.7744
1755619328.6599977,55.76172344333333,12.600291128333334,46.282399999999996
1755619329.6603205,55.761720503333336,12.60029405,45.8276
1755619330.6593523,55.76171700333333,12.600299098333334,45.3405
1755619331.6597068,55.76171348166667,12.600304436666667,44.980000000000004
1755619332.6603165,55.76171060833333,12.600312556666667,45.1422
1755619333.659752,55.761706355,12.60032189,45.3654
1755619334.6591973,55.76170142,12.600332761666667,45.4272
1755619335.6610374,55.76169649,12.600343835,45.3227
1755619336.6593952,55.761690965,12.600353761666666,45.3939
1755619337.6596115,55.761685883333335,12.600362646666667,45.4057
1755619338.6586442,55.761681806666665,12.600370633333334,45.3205
1755619339.65872,55.761677875,12.600379356666666,45.4434
1755619340.6592906,55.761675025,12.600388618333334,45.6834
1755619341.6592164,55.761672268333335,12.600395325,45.6466
1755619342.6588662,55.761670763333335,12.600401611666667,44.9959
1755619343.6605864,55.76166675,12.600407808333333,44.428399999999996
1755619344.6600137,55.76166348666667,12.600408915,43.830799999999996
1755619345.659905,55.761658788333335,12.600408226666667,43.4811
1755619346.659925,55.761655063333336,12.600408088333333,43.028
1755619347.6604948,55.76165137,12.600410906666667,42.4794
1755619348.6600428,55.761646948333336,12.600414298333334,42.1666
1755619349.6605277,55.761644715,12.600417623333334,42.0243
1755619350.6600673,55.761642568333336,12.600420103333333,42.030899999999995
1755619351.660057,55.761638051666665,12.600420808333332,41.9263
1755619352.660384,55.76163304666667,12.600421703333334,41.7944
1755619353.659614,55.76162885,12.600422103333333,41.7323
1755619354.6597936,55.7616251,12.60042068,41.7513
1755619355.6594114,55.761621436666665,12.60041771,41.4774
1755619356.6601045,55.76161957833333,12.600411711666666,41.0385
1755619357.660037,55.761618946666665,12.600404366666666,40.5953
1755619358.660636,55.761618785,12.600398461666666,40.2135
1755619359.6607347,55.761617488333336,12.600392918333334,40.0006
1755619360.6590567,55.76161449666667,12.60038567,39.856700000000004
1755619361.6592581,55.761611235,12.60038006,39.5563
1755619362.6589184,55.761607741666666,12.6003748,39.556
1755619363.6594872,55.761603405,12.60037033,39.8409
1755619364.6597095,55.761598443333334,12.600364745,39.8191
1755619365.6601813,55.76159266,12.600356831666666,39.5637
1755619366.6600215,55.761587166666665,12.600349925,39.555299999999995
1755619367.6595974,55.761583226666666,12.600344541666667,39.6228
1755619368.6601202,55.761579233333336,12.60033741,39.5614
1755619369.6604066,55.76157593666667,12.600328668333333,39.5533
1755619370.6596272,55.76157383333333,12.600321416666667,39.5348
1755619371.6601515,55.76157263333333,12.600314325,39.6587
