time,gx,gy,gz,ax,ay,az
0.0,-0.0218379209386497,-0.0334226716804944,-0.0238352917562091,0.2376245147705078,-0.1663970153808593,9.979631069946288
0.01000666618347168,-0.0186421276305546,-0.0358195166615657,-0.0241016078652171,0.6057330200195312,0.0808043060302734,9.8311905670166
0.11000800132751465,-0.0170442309765071,-0.0210389726116259,-0.0346210941710301,0.3393780853271484,-0.0945709655761718,9.803058697509766
0.13000822067260742,-0.0163784407039873,-0.0250337142467448,-0.0338221458440063,0.6063315704345703,-0.2992752075195312,9.7545761138916
0.139998197555542,-0.0106526443603169,-0.0189084437395625,-0.0340884619530142,0.5662286926269531,0.1388636962890625,10.03469770812988
0.1500082015991211,-0.0158458084859714,-0.0146473859954358,-0.0352868844435499,0.4866214874267577,-0.287902749633789,9.8449572265625
0.15999841690063477,-0.0105194863058129,-0.0135821215594041,-0.0374174133156132,0.3363853332519531,-0.0646434448242187,9.93952819213867
0.17000818252563477,-0.0107858024148209,-0.0158458084859714,-0.0375505713701172,0.3531447448730468,-0.153827456665039,9.77492682800293
0.17999887466430664,-0.0089215896517654,-0.0198405501210903,-0.0395479421876766,0.527322915649414,-0.0790086547851562,9.962273107910155
0.19000768661499023,-0.0133158054503961,-0.0163784407039873,-0.0374174133156132,0.6440402465820312,-0.5398924743652344,9.877877499389648
0.19999909400939941,-0.0043942157986307,-0.0083889574337496,-0.0371510972066053,0.6069301208496093,0.1215057342529296,9.916783276367187
0.2100074291229248,-0.0105194863058129,-0.0035952674716069,-0.0371510972066053,0.4010287780761719,-0.2753331909179687,9.900622415161132
0.2199993133544922,-0.0062584285616862,-0.0054594802346624,-0.0374174133156132,0.2256535064697265,-0.1963245361328124,9.859322436523437
0.23000717163085938,-0.0053263221801584,-0.0111852765783328,-0.0384826777516449,0.3471592407226562,-0.1029506713867187,9.867702142333984
0.23999977111816406,-0.0053263221801584,-0.0154463343224595,-0.0394147841331727,0.5853823059082031,-0.0418985290527343,9.90241806640625
0.25000691413879395,-0.0063915866161901,-0.0090547477062694,-0.0390153099696608,0.7338228088378905,-0.3381809844970703,9.87727894897461
0.25999975204467773,-0.003195793308095,0.0003994741635118,-0.0399474163511885,0.5746083984375,-0.268749136352539,9.85692823486328
0.2700066566467285,-0.0010652644360316,0.0050600060711505,-0.038216361642637,0.3393780853271484,0.0029927520751953,9.891045608520509
0.2799999713897705,-0.0054594802346624,0.0025300030355752,-0.0379500455336291,0.2142810485839843,-0.526125814819336,9.868300692749022
0.2900063991546631,0.0047936899621426,-0.0061252705071822,-0.0384826777516449,0.3812766143798828,0.0682347473144531,9.824007962036132
0.3000001907348633,0.0001331580545039,-0.0075900091067258,-0.0395479421876766,0.5363011718749999,-0.2053027923583984,9.993996279907224
0.31000614166259766,0.0039947416351188,-0.0063915866161901,-0.0406132066237083,0.8116343627929687,-0.1221042846679687,9.790489138793944
0.32000041007995605,0.0042610577441267,0.0075900091067258,-0.0412789968962281,0.5626373901367188,-0.2932897033691406,10.05564697265625
0.3300058841705322,0.0063915866161901,0.0093210638152773,-0.0415453130052361,0.3693056060791015,-0.0377086761474609,9.755773214721678
0.34000062942504883,0.0029294771990871,0.0091879057607733,-0.0406132066237083,0.1957259857177734,-0.4004302276611328,10.06223102722168
0.3500056266784668,0.0091879057607733,-0.0003994741635118,-0.0391484680241648,0.3938461730957031,-0.0825999572753906,9.636661682128906
0.3600010871887207,0.006657902725198,-0.0013315805450396,-0.0387489938606529,0.4824316345214843,-0.1262941375732421,10.044873065185548
0.37000536918640137,0.006924218834206,0.0003994741635118,-0.0386158358061489,0.7092822418212891,-0.201711489868164,9.700706576538083
0.3800013065338135,0.0105194863058129,0.0101200121423011,-0.0394147841331727,0.4967968444824218,0.0814028564453124,10.128670123291014
0.39000511169433594,0.0058589543981743,0.0130494893413882,-0.0399474163511885,0.3244143249511718,-0.1807622253417968,9.738415252685549
0.40000176429748535,0.0105194863058129,0.0093210638152773,-0.0403468905147004,0.1771709228515625,-0.0748188018798828,9.95389340209961
0.4100048542022705,0.006791060779702,0.0013315805450396,-0.0410126807872202,0.3507505432128906,-0.4279635467529296,9.87608184814453
0.420001745223999,0.0154463343224595,0.0,-0.0402137324601964,0.5686228942871093,0.21068974609375,9.926958633422853
0.430004358291626,0.0051931641256545,0.006791060779702,-0.0398142582966846,0.5961562133789062,-0.507570751953125,9.867702142333984
0.4400019645690918,0.0169110729220031,0.0134489635049001,-0.0388821519151568,0.4231751434326171,0.1622071624755859,9.95329485168457
0.45000433921813965,0.0098536960332931,0.0149137021044437,-0.0394147841331727,0.1628057128906249,-0.1771709228515625,9.964068759155271
0.46000218391418457,0.013715279613908,0.0071905349432139,-0.041811629114244,0.1957259857177734,-0.0670376464843749,9.85632968444824
0.4700040817260742,0.0121173829598605,0.0017310547085515,-0.0426105774412678,0.3980360260009765,-0.125097036743164,9.93354268798828
0.48000264167785645,0.013981595722916,0.0013315805450396,-0.0432763677137876,0.6171054779052734,-0.1628057128906249,9.94072529296875
0.4900038242340088,0.0134489635049001,0.0105194863058129,-0.0423442613322598,0.5961562133789062,-0.0987608184814453,9.926360083007811
0.5000028610229492,0.0125168571233724,0.017177389031011,-0.0423442613322598,0.2412158172607421,-0.2932897033691406,9.883264453125
0.5100035667419434,0.0175768631945229,0.0142479118319239,-0.04167847105974,0.0496796844482421,0.1867477294921875,9.906009368896484
0.520003080368042,0.0093210638152773,0.0035952674716069,-0.0403468905147004,0.1412578979492187,-0.3752911102294922,9.913790524291992
0.5300033092498779,0.0167779148674992,-0.0021305288720633,-0.0427437354957717,0.4441244079589843,0.1657984649658203,9.928754284667969
0.5400032997131348,0.0095873799242852,0.0010652644360316,-0.0430100516047797,0.5823895538330078,-0.1837549774169921,9.943119494628906
0.5500030517578125,0.0135821215594041,0.0093210638152773,-0.0447411063133312,0.536899722290039,0.0628477935791015,9.92755718383789
0.5600035190582275,0.0081226413247416,0.0153131762679556,-0.0431432096592836,0.1681926666259765,-0.3716998077392578,10.046668716430665
0.5700027942657471,0.0153131762679556,0.0087884315972614,-0.0446079482588272,0.0604535919189453,0.2190694519042968,9.782707983398437
0.5800037384033203,0.0090547477062694,0.0001331580545039,-0.0436758418772995,0.1753752716064453,-0.2094926452636718,9.977236868286132
0.5900025367736816,0.013981595722916,-0.006657902725198,-0.0447411063133312,0.4812345336914062,-0.0736217010498046,9.922768780517575
0.6000039577484131,0.013715279613908,-0.0021305288720633,-0.0447411063133312,0.6458358978271485,0.0879869110107421,10.02392380065918
