time,gx,gy,gz,ax,ay,az
1651171056.4940407,-0.021837920938649752,-0.03342267168049444,-0.023835291756209184,0.2376245147705078,-0.16639701538085935,9.979631069946288
1651171056.5040474,-0.018642127630554665,-0.035819516661565756,-0.024101607865217107,0.6057330200195312,0.08080430603027343,9.8311905670166
1651171056.6040487,-0.017044230976507122,-0.021038972611625982,-0.0346210941710301,0.3393780853271484,-0.09457096557617187,9.803058697509766
1651171056.624049,-0.016378440703987314,-0.02503371424674484,-0.03382214584400632,0.6063315704345703,-0.29927520751953124,9.7545761138916
1651171056.634039,-0.010652644360316953,-0.01890844373956259,-0.034088461953014244,0.5662286926269531,0.1388636962890625,10.034697708129881
1651171056.644049,-0.015845808485971467,-0.014647385995435809,-0.03528688444354991,0.48662148742675776,-0.28790274963378903,9.8449572265625
1651171056.6540391,-0.010519486305812991,-0.013582121559404116,-0.037417413315613296,0.3363853332519531,-0.06464344482421874,9.93952819213867
1651171056.6640487,-0.010785802414820914,-0.015845808485971467,-0.037550571370117254,0.35314474487304687,-0.15382745666503905,9.77492682800293
1651171056.6740396,-0.008921589651765448,-0.019840550121090324,-0.03954794218767669,0.527322915649414,-0.07900865478515624,9.962273107910155
1651171056.6840484,-0.013315805450396189,-0.016378440703987314,-0.037417413315613296,0.6440402465820312,-0.5398924743652344,9.877877499389648
1651171056.6940398,-0.004394215798630743,-0.0083889574337496,-0.03715109720660537,0.6069301208496093,0.12150573425292968,9.916783276367187
1651171056.7040482,-0.010519486305812991,-0.0035952674716069714,-0.03715109720660537,0.4010287780761719,-0.2753331909179687,9.900622415161132
1651171056.71404,-0.00625842856168621,-0.005459480234662438,-0.037417413315613296,0.22565350646972654,-0.19632453613281248,9.859322436523437
1651171056.724048,-0.005326322180158476,-0.0111852765783328,-0.038482677751644996,0.34715924072265625,-0.10295067138671875,9.867702142333984
1651171056.7340403,-0.005326322180158476,-0.015446334322459582,-0.039414784133172724,0.5853823059082031,-0.04189852905273437,9.90241806640625
1651171056.7440476,-0.006391586616190171,-0.00905474770626941,-0.03901530996966084,0.7338228088378905,-0.3381809844970703,9.87727894897461
